Immunization Status of School-Age Children in Illinois for School Year 2014-2015,,,,,,,,,,,,,,,,
Region-County-District-Type-School (RCDTS) ,District,Facility,,,,,,Polio,,,,,,,,
,,,Enrollment PreK-12,Unduplicated Count  Non-compliant-Immunization Requirements,Non-compliant with Physical Exam Only,Total Excluded,School Compliance %,Protected and in compliance,Religious objection,Medical reasons ,Approved schedule,McKinney Vento Act,Unprotected and in noncompliance,Vaccination Acquired,No Vaccination,Protection %
15016269X160000,Nonpublic School,Sauganash Montessori Sch,47,0,0,0,100.00%,46,1,0,0,0,0,46,1,97.87%
15016271X100000,Nonpublic School,Academy Sacred Heart/Hardey Prep,704,0,0,0,100.00%,700,3,0,1,0,0,700,4,99.43%
150162990250001,City of Chicago SD 299,Amundsen High School,"1,125",102,1,0,90.84%,"1,084",1,6,1,1,32,"1,084",41,96.36%
150162990250003,City of Chicago SD 299,Bogan High School,954,73,33,1,88.89%,950,0,0,0,0,4,950,4,99.58%
150162990250006,City of Chicago SD 299,Carver Military Academy HS,501,0,0,0,100.00%,497,1,1,2,0,0,497,4,99.20%
150162990250008,City of Chicago SD 299,Crane Technical Prep High School,56,1,0,0,98.21%,56,0,0,0,0,0,56,0,100.00%
150162990250011,City of Chicago SD 299,Farragut Career Academy HS,987,9,11,0,97.97%,986,0,0,0,0,1,986,1,99.90%
150162990250012,City of Chicago SD 299,Fenger Academy High School,335,15,5,0,94.03%,334,1,0,0,0,0,334,1,99.70%
150162990250013,City of Chicago SD 299,Foreman High School,"1,236",51,19,0,94.34%,"1,220",0,1,2,0,13,"1,220",16,98.71%
150162990250014,City of Chicago SD 299,Back of The Yards IB HS,551,0,1,0,99.82%,550,0,1,0,0,0,550,1,99.82%
150162990250015,City of Chicago SD 299,Gage Park High School,455,6,5,0,97.58%,443,0,0,10,1,1,443,12,97.36%
150162990250016,City of Chicago SD 299,Harlan Community Academy HS,763,14,19,0,95.67%,758,1,0,1,1,2,758,5,99.34%
150162990250017,City of Chicago SD 299,Harper High School,344,6,5,1,96.80%,340,0,0,1,2,1,340,4,98.84%
150162990250019,City of Chicago SD 299,Hirsch Metropolitan High School,199,28,7,17,82.41%,194,0,0,0,3,2,194,5,97.49%
150162990250020,City of Chicago SD 299,Hubbard High School,"1,677",42,15,0,96.60%,"1,675",1,0,0,0,1,"1,675",2,99.88%
150162990250021,City of Chicago SD 299,Hyde Park Academy High School,909,80,0,85,91.20%,898,3,0,1,1,6,898,11,98.79%
150162990250022,City of Chicago SD 299,Kelly High School,"2,250",160,40,1,91.11%,"2,233",1,3,0,0,13,"2,233",17,99.24%
150162990250023,City of Chicago SD 299,Kelvyn Park High School,880,55,31,0,90.23%,867,0,0,1,1,11,867,13,98.52%
150162990250024,City of Chicago SD 299,Kennedy High School,"1,566",68,20,22,94.38%,"1,549",2,2,0,0,13,"1,549",17,98.91%
150162990250025,City of Chicago SD 299,Kenwood Academy High School,"1,767",244,109,0,80.02%,"1,721",9,3,0,2,32,"1,721",46,97.40%
150162990250026,City of Chicago SD 299,Lake View High School,"1,342",106,54,9,88.08%,"1,336",1,0,0,2,3,"1,336",6,99.55%
150162990250027,City of Chicago SD 299,Lane Technical High School,"4,062",269,140,0,89.93%,"4,010",4,14,0,0,34,"4,010",52,98.72%
150162990250029,City of Chicago SD 299,Marshall Metropolitan High School,504,28,7,0,93.06%,499,1,0,1,0,3,499,5,99.01%
150162990250030,City of Chicago SD 299,Mather High School,"1,579",114,38,6,90.37%,"1,541",1,3,6,2,26,"1,541",38,97.59%
150162990250031,City of Chicago SD 299,Morgan Park High School,"1,426",134,91,0,84.22%,"1,406",3,1,0,2,14,"1,406",20,98.60%
150162990250034,City of Chicago SD 299,Phillips Academy High School,596,2,5,1,98.83%,571,2,6,17,0,0,571,25,95.81%
150162990250035,City of Chicago SD 299,Roosevelt High School,"1,346",93,51,0,89.30%,"1,312",0,1,7,2,24,"1,312",34,97.47%
150162990250036,City of Chicago SD 299,Schurz High School,"2,289",89,39,1,94.41%,"2,265",1,5,6,0,12,"2,265",24,98.95%
150162990250037,City of Chicago SD 299,Senn High School,"1,279",30,25,0,95.70%,"1,251",4,6,9,0,9,"1,251",28,97.81%
150162990250039,City of Chicago SD 299,King College Prep High School,733,74,34,0,85.27%,724,4,1,1,0,3,724,9,98.77%
15016299025003C,City of Chicago SD 299,Perspectives Charter High School,"2,017",128,25,0,92.41%,"1,981",7,4,4,1,20,"1,981",36,98.22%
150162990250041,City of Chicago SD 299,Steinmetz College Prep HS,"1,686",86,25,1,93.42%,"1,660",0,6,0,0,20,"1,660",26,98.46%
150162990250042,City of Chicago SD 299,Sullivan High School,566,34,15,10,91.34%,550,2,2,5,2,5,550,16,97.17%
150162990250043,City of Chicago SD 299,Taft High School,"3,208",182,55,0,92.61%,"3,176",4,4,2,0,22,"3,176",32,99.00%
150162990250044,City of Chicago SD 299,Tilden Career Communty Academy HS,325,18,2,4,93.85%,318,0,0,2,0,5,318,7,97.85%
150162990250046,City of Chicago SD 299,Von Steuben Metro Science HS,"1,684",15,8,1,98.63%,"1,680",3,1,0,0,0,"1,680",4,99.76%
150162990250047,City of Chicago SD 299,Lincoln Park High School,"2,263",298,105,2,82.19%,"2,186",16,7,0,4,50,"2,186",77,96.60%
150162990250048,City of Chicago SD 299,Washington G High School,"1,459",309,92,1,72.52%,"1,436",1,1,0,0,21,"1,436",23,98.42%
150162990250049,City of Chicago SD 299,Wells Community Academy HS,544,93,35,0,76.47%,519,2,2,0,1,20,519,25,95.40%
15016299025004C,City of Chicago SD 299,Youth Connections Charter HS,"3,690","1,105",72,15,68.10%,"3,654",2,3,1,4,26,"3,654",36,99.02%
150162990250052,City of Chicago SD 299,Crane Medical Prep HS,331,3,1,0,98.79%,324,1,2,4,0,0,324,7,97.89%
150162990250053,City of Chicago SD 299,Disney II Magnet HS,488,63,32,0,80.53%,479,2,0,0,0,7,479,9,98.16%
15016299025005C,City of Chicago SD 299,North Lawndale Charter HS,826,57,12,0,91.65%,820,0,2,0,0,4,820,6,99.27%
15016299025006C,City of Chicago SD 299,Noble Street Charter Schools,"10,127",365,82,25,95.59%,"10,044",19,9,3,2,50,"10,044",83,99.18%
15016299025007C,City of Chicago SD 299,Young Womens Leadership Chartr HS,328,32,5,0,88.72%,323,1,1,0,0,3,323,5,98.48%
15016299025008C,City of Chicago SD 299,Aspira Charter Schools,"1,165",43,14,4,95.11%,"1,148",0,3,7,0,7,"1,148",17,98.54%
15016299025009C,City of Chicago SD 299,Ace Technical Charter High School,452,6,2,0,98.23%,449,0,0,2,0,1,449,3,99.34%
15016299025010C,City of Chicago SD 299,Urban Prep Chtr Acad Englewood HS,473,29,14,0,90.91%,456,4,5,0,0,8,456,17,96.41%
15016299025011C,City of Chicago SD 299,Ford Power House Charter HS,96,15,2,0,82.29%,95,0,0,0,0,1,95,1,98.96%
15016299025012C,City of Chicago SD 299,IHSCA Charter High School,765,25,13,0,95.03%,762,0,2,0,0,1,762,3,99.61%
15016299025013C,City of Chicago SD 299,Urban Prep Chtr Acad Bronzeville HS,467,7,6,0,97.22%,466,0,1,0,0,0,466,1,99.79%
15016299025015C,City of Chicago SD 299,EPIC Academy High School,426,21,2,0,94.60%,420,0,4,0,0,2,420,6,98.59%
15016299025016C,City of Chicago SD 299,Urban Prep Chtr Acad West Campus HS,395,24,6,2,92.41%,389,1,1,1,0,3,389,6,98.48%
15016299025017C,City of Chicago SD 299,Prologue - Johnston Fine Arts HS,243,3,3,0,97.53%,241,0,0,2,0,0,241,2,99.18%
15016299025019C,City of Chicago SD 299,Legal Prep Academy Charter HS,244,15,2,5,93.03%,241,0,1,0,1,1,241,3,98.77%
15016299025020C,City of Chicago SD 299,IJLA Charter High School,230,12,7,0,91.74%,229,0,0,1,0,0,229,1,99.57%
15016299025022C,City of Chicago SD 299,Intrinsic Charter High School,438,40,8,0,89.04%,433,0,0,0,0,5,433,5,98.86%
150162990250526,City of Chicago SD 299,Chicago Vocational Career Acad HS,935,152,38,0,79.68%,913,1,3,0,2,16,913,22,97.65%
150162990250531,City of Chicago SD 299,Dunbar Vocational Career Acad HS,968,90,3,1,90.39%,964,0,0,1,1,2,964,4,99.59%
150162990250533,City of Chicago SD 299,Jones College Prep High School,"1,427",18,8,2,98.18%,"1,412",11,0,2,0,2,"1,412",15,98.95%
150162990250534,City of Chicago SD 299,Prosser Career Academy HS,"1,478",85,48,0,91.00%,"1,477",0,0,0,0,1,"1,477",1,99.93%
150162990250536,City of Chicago SD 299,Richards Career Academy HS,354,29,6,37,90.11%,347,0,0,0,2,5,347,7,98.02%
150162990250537,City of Chicago SD 299,Simeon Career Academy High School,"1,392",143,95,151,82.90%,"1,368",3,2,0,2,17,"1,368",24,98.28%
150162990250543,City of Chicago SD 299,Corliss High School,424,58,45,0,75.71%,414,0,1,4,0,5,414,10,97.64%
150162990250545,City of Chicago SD 299,Clemente Community Academy HS,736,8,1,0,98.78%,733,0,0,2,0,1,733,3,99.59%
150162990250616,City of Chicago SD 299,Manley Career Academy High School,338,33,14,0,86.09%,333,0,1,0,0,4,333,5,98.52%
150162990250617,City of Chicago SD 299,Curie Metropolitan High School,"3,035",134,82,3,92.88%,"3,026",1,1,0,0,7,"3,026",9,99.70%
150162990250763,City of Chicago SD 299,Julian High School,856,3,0,1,99.65%,838,16,2,0,0,0,838,18,97.90%
150162990250764,City of Chicago SD 299,Young Magnet High School,"2,206",45,13,5,97.37%,"2,186",10,1,0,0,9,"2,186",20,99.09%
150162990250766,City of Chicago SD 299,Robeson High School,296,0,0,1,100.00%,291,0,0,5,0,0,291,5,98.31%
150162990250767,City of Chicago SD 299,Juarez Community Academy HS,"1,672",34,18,0,96.89%,"1,668",0,0,1,0,3,"1,668",4,99.76%
150162990250772,City of Chicago SD 299,Chicago HS for Agricult Sciences,687,26,13,2,94.32%,685,2,0,0,0,0,685,2,99.71%
150162990250779,City of Chicago SD 299,Hancock College Preparatory HS,919,10,8,0,98.04%,917,0,1,0,0,1,917,2,99.78%
150162990250788,City of Chicago SD 299,Brooks College Prep Academy HS,783,17,13,1,96.17%,764,8,5,1,0,5,764,19,97.57%
150162990250794,City of Chicago SD 299,Northside College Preparatory Hs,"1,048",12,4,0,98.47%,"1,040",3,3,0,0,2,"1,040",8,99.24%
150162990250795,City of Chicago SD 299,Chicago Military Academy HS,398,21,4,0,93.72%,397,0,0,0,0,1,397,1,99.75%
150162990250796,City of Chicago SD 299,Payton College Preparatory HS,902,39,18,1,93.68%,888,3,1,0,0,10,888,14,98.45%
150162990250798,City of Chicago SD 299,Dyett High School,13,0,0,0,100.00%,13,0,0,0,0,0,13,0,100.00%
150162990250799,City of Chicago SD 299,Hope College Prep High School,255,12,5,0,93.33%,252,0,1,0,1,1,252,3,98.82%
150162990250803,City of Chicago SD 299,Phoenix Military Academy HS,500,0,0,0,100.00%,499,0,1,0,0,0,499,1,99.80%
150162990250818,City of Chicago SD 299,Spry Community Links High School,182,6,3,0,95.05%,180,1,0,0,0,1,180,2,98.90%
150162990250820,City of Chicago SD 299,Chicago Academy High School,527,23,22,0,91.46%,524,0,1,0,0,2,524,3,99.43%
150162990250824,City of Chicago SD 299,Bowen High School,391,96,22,0,69.82%,379,0,1,0,1,10,379,12,96.93%
150162990250825,City of Chicago SD 299,North-Grand High School,922,10,7,0,98.16%,919,0,1,1,0,1,919,3,99.67%
150162990250826,City of Chicago SD 299,Raby High School,485,60,7,3,86.19%,483,0,0,1,0,1,483,2,99.59%
150162990250827,City of Chicago SD 299,Clark Acad Prep Magnet High Schl,504,66,19,5,83.13%,499,0,0,1,0,4,499,5,99.01%
150162990250828,City of Chicago SD 299,Rickover Naval Academy High Schl,556,1,0,0,99.82%,554,0,1,0,0,1,554,2,99.64%
150162990250829,City of Chicago SD 299,Uplift Community High School,321,7,7,0,95.64%,319,0,0,0,2,0,319,2,99.38%
150162990250830,City of Chicago SD 299,World Language High School,338,13,1,0,95.86%,334,0,1,0,0,3,334,4,98.82%
150162990250831,City of Chicago SD 299,Douglass Academy High School,250,26,3,0,88.40%,248,0,0,1,0,1,248,2,99.20%
150162990250832,City of Chicago SD 299,Devry Advantage Academy High Schl,195,0,0,0,100.00%,193,0,2,0,0,0,193,2,98.97%
150162990250833,City of Chicago SD 299,Lindblom Math & Science Acad HS,"1,175",70,35,4,91.06%,"1,169",5,0,0,0,1,"1,169",6,99.49%
150162990250834,City of Chicago SD 299,Bronzeville Scholastic HS,477,120,39,2,66.67%,471,1,0,1,1,3,471,6,98.74%
150162990250835,City of Chicago SD 299,School of Social Justice HS,318,6,1,0,97.80%,315,0,0,0,0,3,315,3,99.06%
150162990250836,City of Chicago SD 299,Multicultural Acad of Scholarshp HS,272,8,2,0,96.32%,270,0,0,1,0,1,270,2,99.26%
150162990250837,City of Chicago SD 299,Infinity Math  Science & Tech HS,417,0,0,0,100.00%,416,1,0,0,0,0,416,1,99.76%
150162990250839,City of Chicago SD 299,Austin Bus & Entrepreneurship HS,142,1,0,0,99.30%,141,0,1,0,0,0,141,1,99.30%
150162990250840,City of Chicago SD 299,Austin Polytechnical Academy HS,148,1,1,0,98.65%,148,0,0,0,0,0,148,0,100.00%
150162990250841,City of Chicago SD 299,Collins Academy High School,410,20,3,0,94.39%,408,0,2,0,0,0,408,2,99.51%
150162990250842,City of Chicago SD 299,Marine Math and Science Academy HS,1,1,0,0,0.00%,0,0,0,0,0,1,0,1,0.00%
150162990250843,City of Chicago SD 299,Team Englewood Comm Acad HS,343,20,10,0,91.25%,342,0,0,0,1,0,342,1,99.71%
150162990250844,City of Chicago SD 299,Voise Academy High School,249,15,2,0,93.17%,249,0,0,0,0,0,249,0,100.00%
150162990250846,City of Chicago SD 299,Community Services West High Sch,155,3,1,0,97.42%,155,0,0,0,0,0,155,0,100.00%
150162990250847,City of Chicago SD 299,Orr Academy High School,460,6,3,0,98.04%,454,0,1,4,0,1,454,6,98.70%
150162990250848,City of Chicago SD 299,Air Force Acad High School,369,7,5,0,96.75%,366,0,1,2,0,0,366,3,99.19%
150162990250849,City of Chicago SD 299,Alcott Humanities High School,273,9,2,0,95.97%,267,3,2,0,0,1,267,6,97.80%
150162990250850,City of Chicago SD 299,Chicago Technology Academy HS,374,2,36,0,89.84%,373,0,1,0,0,0,373,1,99.73%
150162990250851,City of Chicago SD 299,Chicago HS for the Arts,575,10,3,7,97.74%,558,11,4,1,0,1,558,17,97.04%
150162990250855,City of Chicago SD 299,Ogden Int High School,748,43,11,0,92.78%,730,10,2,1,1,4,730,18,97.59%
150162990250856,City of Chicago SD 299,Williams Medical Prep High Sch,290,59,24,0,71.38%,289,0,0,0,0,1,289,1,99.66%
150162990250857,City of Chicago SD 299,Westinghouse High School,"1,125",50,24,0,93.42%,"1,118",0,4,0,0,3,"1,118",7,99.38%
150162990250859,City of Chicago SD 299,Solorio Academy High School,"1,082",13,4,0,98.43%,"1,078",0,1,1,0,2,"1,078",4,99.63%
150162990250860,City of Chicago SD 299,South Shore Intl Col Prep HS,663,14,6,0,96.98%,658,3,1,0,0,1,658,5,99.25%
150162990250861,City of Chicago SD 299,Goode STEM Academy HS,642,36,8,0,93.15%,639,1,0,0,0,2,639,3,99.53%
150162990250862,City of Chicago SD 299,Chicago Excel Academy HS,332,13,1,0,95.78%,324,0,0,7,0,1,324,8,97.59%
15016299025201C,City of Chicago SD 299,Chicago International Charter,"8,338",368,64,8,94.82%,"8,100",25,54,35,4,120,"8,100",238,97.15%
15016299025203C,City of Chicago SD 299,Shabazz International Chrtr Schls,711,121,19,0,80.31%,631,26,0,0,2,52,631,80,88.75%
150162990252046,City of Chicago SD 299,Jackson M Elem School,362,47,9,0,84.53%,322,0,25,1,1,13,322,40,88.95%
150162990252048,City of Chicago SD 299,Green  W Elem School,330,23,9,0,90.30%,321,0,2,0,2,5,321,9,97.27%
15016299025204C,City of Chicago SD 299,Univ of Chicago Charter Schools,"1,909",67,19,2,95.50%,"1,849",12,8,11,2,27,"1,849",60,96.86%
150162990252051,City of Chicago SD 299,Addams Elem School,887,38,11,0,94.48%,867,0,4,5,0,11,867,20,97.75%
150162990252052,City of Chicago SD 299,Agassiz Elem School,502,4,5,0,98.21%,489,7,3,1,1,1,489,13,97.41%
150162990252053,City of Chicago SD 299,Alcott Elem School,570,84,4,0,84.56%,523,4,0,4,0,39,523,47,91.75%
150162990252054,City of Chicago SD 299,Aldridge Elem School,217,2,1,0,98.62%,190,0,27,0,0,0,190,27,87.56%
150162990252058,City of Chicago SD 299,Armour Elem School,312,21,4,0,91.99%,301,1,2,1,0,7,301,11,96.47%
150162990252059,City of Chicago SD 299,Armstrong G Elem IntL Studies,"1,461",76,13,3,93.91%,"1,411",5,6,6,2,31,"1,411",50,96.58%
15016299025205C,City of Chicago SD 299,UNO Academy Charter Schools,"7,901",485,51,0,93.22%,"7,774",1,5,3,2,116,"7,774",127,98.39%
150162990252061,City of Chicago SD 299,Attucks Elem School,132,1,0,0,99.24%,132,0,0,0,0,0,132,0,100.00%
150162990252062,City of Chicago SD 299,Audubon Elem School,584,22,4,0,95.55%,569,5,4,0,0,6,569,15,97.43%
150162990252063,City of Chicago SD 299,Avalon Park Elem School,350,17,2,0,94.57%,334,0,1,11,0,4,334,16,95.43%
150162990252066,City of Chicago SD 299,Barnard Elem Comp Math & Sci Ctr,310,9,3,0,96.13%,304,0,3,0,0,3,304,6,98.06%
150162990252067,City of Chicago SD 299,Barry Elem School,847,20,1,0,97.52%,834,4,0,0,0,9,834,13,98.47%
150162990252068,City of Chicago SD 299,Barton Elem School,548,27,6,0,93.98%,517,0,0,15,3,13,517,31,94.34%
150162990252069,City of Chicago SD 299,Bass Elem School,532,47,8,0,89.66%,515,0,0,1,3,13,515,17,96.80%
15016299025206C,City of Chicago SD 299,Locke A Elem Charter Academy,581,59,23,0,85.89%,557,0,1,1,0,22,557,24,95.87%
150162990252070,City of Chicago SD 299,Bateman Elem School,999,9,5,0,98.60%,991,2,2,2,0,2,991,8,99.20%
150162990252072,City of Chicago SD 299,Nicholson Technology Acad Elem Sch,565,19,3,0,96.11%,514,0,2,40,0,9,514,51,90.97%
150162990252078,City of Chicago SD 299,Beaubien Elem School,"1,150",83,12,0,91.74%,"1,097",9,3,2,0,39,"1,097",53,95.39%
150162990252079,City of Chicago SD 299,Beethoven Elem School,388,29,2,0,92.01%,367,1,0,0,0,20,367,21,94.59%
150162990252080,City of Chicago SD 299,Beidler Elem School,495,20,3,0,95.35%,452,2,5,28,2,6,452,43,91.31%
150162990252081,City of Chicago SD 299,Belding Elem School,618,104,13,0,81.07%,574,4,4,0,2,34,574,44,92.88%
150162990252082,City of Chicago SD 299,Bell Elem School,"1,032",0,2,0,99.81%,"1,013",11,5,3,0,0,"1,013",19,98.16%
150162990252083,City of Chicago SD 299,Bennett Elem School,375,24,8,13,91.47%,364,1,0,0,2,8,364,11,97.07%
150162990252086,City of Chicago SD 299,Black Magnet Elem School,469,10,0,5,97.87%,464,2,1,0,0,2,464,5,98.93%
150162990252087,City of Chicago SD 299,Blaine Elem School,902,135,9,0,84.04%,823,4,12,0,7,56,823,79,91.24%
150162990252088,City of Chicago SD 299,Bond Elem School,369,17,0,0,95.39%,355,0,3,1,1,9,355,14,96.21%
150162990252089,City of Chicago SD 299,Boone Elem School,830,58,10,0,91.81%,803,3,4,0,0,20,803,27,96.75%
15016299025208C,City of Chicago SD 299,LEARN Charter Schools,"3,005",142,30,1,94.28%,"2,865",4,39,7,8,82,"2,865",140,95.34%
150162990252090,City of Chicago SD 299,Bradwell Comm Arts & Sci Elem Sch,732,34,4,1,94.81%,696,1,5,16,2,12,696,36,95.08%
150162990252092,City of Chicago SD 299,Haley Elem Academy,606,1,0,1,99.83%,546,7,3,50,0,0,546,60,90.10%
150162990252093,City of Chicago SD 299,Brennemann Elem School,464,17,0,0,96.34%,445,1,6,0,1,11,445,19,95.91%
150162990252094,City of Chicago SD 299,Brentano Elem Math & Science Acad,420,15,1,0,96.19%,414,0,1,0,0,5,414,6,98.57%
150162990252095,City of Chicago SD 299,Bridge Elem School,"1,074",6,1,0,99.35%,"1,056",9,5,3,0,1,"1,056",18,98.32%
150162990252096,City of Chicago SD 299,Bright Elem School,292,31,5,0,87.67%,281,0,0,2,0,9,281,11,96.23%
150162990252097,City of Chicago SD 299,Brown  W Elem School,247,19,1,0,91.90%,239,0,0,1,0,7,239,8,96.76%
150162990252098,City of Chicago SD 299,Brownell Elem School,253,13,0,11,94.86%,245,2,0,0,0,6,245,8,96.84%
150162990252100,City of Chicago SD 299,Bouchet Elem Math & Science Acad,669,17,0,0,97.46%,649,1,3,4,3,9,649,20,97.01%
150162990252101,City of Chicago SD 299,Budlong Elem School,862,24,0,0,97.22%,840,2,10,5,0,5,840,22,97.45%
150162990252102,City of Chicago SD 299,Burbank Elem School,995,46,17,0,93.67%,976,0,3,1,0,15,976,19,98.09%
150162990252103,City of Chicago SD 299,Burke Elem School,448,76,16,0,79.46%,407,0,5,2,3,31,407,41,90.85%
150162990252104,City of Chicago SD 299,Burley Elem School,518,19,0,0,96.33%,510,4,2,0,0,2,510,8,98.46%
150162990252105,City of Chicago SD 299,Burnham Elem Inclusive Academy,577,25,2,0,95.32%,558,3,1,4,0,11,558,19,96.71%
150162990252106,City of Chicago SD 299,Castellanos Elem School,573,105,14,0,79.23%,565,0,0,0,1,7,565,8,98.60%
150162990252107,City of Chicago SD 299,Burnside Elem Scholastic Academy,591,27,5,0,94.59%,579,2,0,0,0,10,579,12,97.97%
150162990252108,City of Chicago SD 299,Burr Elem School,399,14,2,0,95.99%,388,0,3,0,1,7,388,11,97.24%
150162990252109,City of Chicago SD 299,Burroughs Elem School,489,28,7,0,92.84%,478,0,0,0,0,11,478,11,97.75%
150162990252110,City of Chicago SD 299,Brunson Math & Sci Specialty Elem,611,53,11,0,89.53%,592,1,4,1,0,13,592,19,96.89%
150162990252112,City of Chicago SD 299,Byrne Elem School,633,37,3,0,93.68%,618,2,4,0,0,9,618,15,97.63%
150162990252113,City of Chicago SD 299,Caldwell Elem Acad of Math & Sci,302,7,0,0,97.68%,296,2,0,0,0,4,296,6,98.01%
150162990252118,City of Chicago SD 299,Cameron Elem School,860,89,20,0,87.33%,823,0,1,5,0,31,823,37,95.70%
150162990252119,City of Chicago SD 299,Canty Elem School,808,53,3,0,93.07%,768,9,0,1,1,29,768,40,95.05%
150162990252120,City of Chicago SD 299,Carnegie Elem School,606,71,16,0,85.64%,573,2,0,0,3,28,573,33,94.55%
150162990252122,City of Chicago SD 299,Carroll Elem School,516,25,7,0,93.80%,500,7,2,1,2,4,500,16,96.90%
150162990252123,City of Chicago SD 299,Carter Elem School,436,0,0,0,100.00%,409,0,1,26,0,0,409,27,93.81%
150162990252126,City of Chicago SD 299,Cassell Elem School,395,2,0,0,99.49%,387,3,3,0,0,2,387,8,97.97%
150162990252127,City of Chicago SD 299,Cather Elem School,381,16,4,0,94.75%,368,1,4,0,1,7,368,13,96.59%
150162990252128,City of Chicago SD 299,Chalmers Elem Specialty School,365,21,3,0,93.42%,329,0,6,13,11,6,329,36,90.14%
150162990252129,City of Chicago SD 299,Chappell Elem School,554,24,2,16,95.31%,544,1,1,2,0,6,544,10,98.19%
150162990252130,City of Chicago SD 299,Chase Elem School,467,17,2,0,95.93%,465,0,0,0,0,2,465,2,99.57%
150162990252132,City of Chicago SD 299,Clay Elem School,593,28,8,0,93.93%,573,1,1,4,1,13,573,20,96.63%
150162990252133,City of Chicago SD 299,Cleveland Elem School,657,97,6,0,84.32%,627,2,3,0,1,24,627,30,95.43%
150162990252134,City of Chicago SD 299,Clinton Elem School,"1,138",67,15,0,92.79%,"1,090",4,8,7,9,20,"1,090",48,95.78%
150162990252135,City of Chicago SD 299,Clissold Elem School,544,14,3,0,96.88%,530,10,3,0,0,1,530,14,97.43%
150162990252136,City of Chicago SD 299,Coles Elem Language Academy,549,23,5,0,94.90%,517,1,5,8,0,18,517,32,94.17%
150162990252138,City of Chicago SD 299,Columbus Elem School,285,32,4,0,87.37%,274,2,0,0,0,9,274,11,96.14%
150162990252139,City of Chicago SD 299,Cook Elem School,407,27,5,0,92.14%,387,8,1,0,0,11,387,20,95.09%
150162990252141,City of Chicago SD 299,Coonley Elem School,834,61,7,0,91.85%,815,4,2,0,0,13,815,19,97.72%
150162990252142,City of Chicago SD 299,Cooper Elem Dual Language Academy,594,20,1,0,96.46%,582,0,0,1,0,11,582,12,97.98%
150162990252145,City of Chicago SD 299,Corkery Elem School,591,42,7,0,91.71%,573,0,1,0,2,15,573,18,96.95%
150162990252147,City of Chicago SD 299,Crown Elem Comm Acd Fine Arts Ctr,301,22,6,0,90.70%,291,0,5,2,0,3,291,10,96.68%
150162990252148,City of Chicago SD 299,Darwin Elem School,571,0,0,0,100.00%,569,2,0,0,0,0,569,2,99.65%
150162990252149,City of Chicago SD 299,Davis N Elem School,908,47,2,0,94.60%,862,1,7,0,0,38,862,46,94.93%
15016299025214C,City of Chicago SD 299,Asian Human Services -Passage Chrtr,458,129,14,0,68.78%,389,2,0,0,1,66,389,69,84.93%
150162990252150,City of Chicago SD 299,Dawes Elem School,"1,049",8,2,0,99.05%,"1,043",3,0,0,0,3,"1,043",6,99.43%
